MARPI Real Personal Income by MSA 1/,,,,,,,,,,,,,,
(thousands of chained 2012 dollars) ,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25220,"Hammond, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4704119,4898388,5001369,5083365,4985026,5089564,5169814,5345102,5403558,5500887,5565016
25220,"Hammond, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39198,40321,40761,41112,39715,40072,40165,40921,40827,41101,41296
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4178500,4461820,4862656,4700253,4791001,5179031,5378904,5324323,5389665,5408094,5819467
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,27440,29283,32019,31129,31868,34644,35839,35642,36012,35725,38051
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),23841760,24327651,24918155,25354538,25263097,25983113,27137931,27438396,28319209,29081749,29826808
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43596,44225,45119,45679,45263,46302,48059,48349,49615,50652,51609
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4181104,4367504,4491716,4648669,4654991,4945908,5291546,5361828,5526955,5587743,5574531
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33679,34828,35425,36191,36098,37923,40357,40342,41233,41468,41304
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),63087229,64023221,65301771,65902458,65375612,66680430,68484485,68476857,68283956,69431782,70337210
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,52155,52733,53698,54227,53817,54931,56517,56658,56572,57565,58377
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5992682,6156585,6338334,6542029,6529249,6770913,7128134,7137488,7246685,7166677,7147018
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37272,37804,38461,39411,39104,40501,42461,42445,43207,42585,42328
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12850031,12978807,12944957,13341229,13045294,13560214,14389188,14818919,15377992,15522285,15863337
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35144,35503,35516,36685,35900,37352,39602,40622,41892,42129,42907
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8123971,7910016,8363698,8711334,8783961,9515688,10273003,10572585,10865531,11427848,11913397
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44159,42125,44175,45103,44523,47172,49567,50043,50533,52416,53617
25980,"Hinesville, GA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),2564897,2572507,2714909,2584622,2579536,2613155,2713421,2679219,2750888,2787698,2839687
25980,"Hinesville, GA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31725,33263,33823,32145,32725,32213,34231,33555,34215,34979,35060
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4812108,5013615,5012394,5029518,5084394,5255741,5540013,5658348,5829299,5898845,6025382
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34036,35514,35863,36137,36623,37858,39491,39623,40087,39943,40261
26300,"Hot Springs, AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3765794,3790548,3861835,3950259,3819197,3996796,4125904,4183335,4229542,4281248,4408196
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39293,39457,39873,40730,39109,40885,42181,42565,43015,43260,44354
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9613155,9523819,9196018,9499204,9591249,10095026,9875154,9238402,9339589,9377857,9532595
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46268,45732,44061,45476,45676,47760,46552,43678,44486,44839,45813
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),267912840,279070817,295760525,322245333,321496849,342436577,348186484,329823868,348610351,365137543,375725595
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45985,46924,48836,52113,50804,52681,52188,48457,50523,52341,53173
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),14500388,14549330,14593851,14664291,14277877,14742557,15173010,14945837,15288215,15773343,15803150
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39114,39210,39323,39529,38570,39959,41318,40945,42236,43928,44407
26620,"Huntsville, AL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),18701775,19424058,20003436,20183636,20085329,20693346,21712530,22701074,23497564,24483305,25373411
26620,"Huntsville, AL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45373,46328,47053,46933,46116,46988,48842,50494,51542,52859,53777
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4894590,4995880,5152656,5421130,5388452,5600750,6096671,6440576,6676691,7011388,7256890
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37187,37335,38179,39813,39378,40633,43691,45191,45884,47235,47891
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),84042752,87584180,91626227,94542461,94755924,97890468,103757372,107555076,110097165,114667572,117868143
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44860,46276,47954,48994,48503,49665,52241,53596,54300,55871,56817
26980,"Iowa City, IA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6647888,6744694,7168166,7395640,7588307,7927986,8274419,8537024,8888007,9426700,9558410
26980,"Iowa City, IA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43864,44076,45977,46512,46814,48119,49521,50499,51816,54614,55217
27060,"Ithaca, NY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3553811,3613722,3688304,3751082,3729859,3727238,3878773,3840246,4036177,4092920,4141919
27060,"Ithaca, NY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35014,35519,36223,36515,36019,36050,37656,37305,39314,39963,40536
27100,"Jackson, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5534290,5669612,5700552,5691300,5675008,5852591,6219724,6412197,6470825,6596478,6715129
27100,"Jackson, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34565,35411,35705,35579,35551,36712,39053,40513,40809,41601,42364
27140,"Jackson, MS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),23802755,24454409,25280741,25741426,25772991,26393609,26773219,27086731,27129478,27329194,27866021
27140,"Jackson, MS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40770,41570,42603,43220,43220,44184,44777,45207,45264,45749,46849
27180,"Jackson, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7131649,7328832,7782145,7649618,7581559,7481999,7854087,8027188,8187031,8261068,8500086
27180,"Jackson, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39900,40770,43308,42532,42158,41715,43974,45019,45908,46329,47581
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),54251005,56671028,58171486,59777443,59802479,62297661,66033724,68090125,72345611,75379299,77159364
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40638,42013,42711,43392,42917,43982,45710,46131,48069,49182,49477
27340,"Jacksonville, NC (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8204716,8655353,8660990,8566059,8404501,8446401,8650319,9186553,8996224,9247120,9430390
27340,"Jacksonville, NC (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,47409,46312,46818,44924,43693,44032,44794,47769,46119,46960,47643
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6074815,6154715,6280887,6484511,6599326,6602845,6957516,7064072,7262571,7497761,7745685
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37870,38405,39288,40512,41158,41032,43213,43789,44774,46034,47417
27620,"Jefferson City, MO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6769270,6790573,6788684,6822905,6787240,6901499,7086564,7106568,7291425,7253384,7371171
27620,"Jefferson City, MO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45468,45273,45134,45368,45047,45788,46953,46947,48186,47873,48740
27740,"Johnson City, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7281032,7538830,7855145,7895870,7808666,7860665,8196898,8342125,8661762,8918217,9038202
27740,"Johnson City, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36829,37882,39360,39386,38952,39299,40917,41409,42899,43954,44381
27780,"Johnstown, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6093841,5766641,5938610,5878986,5862162,5901682,6002604,5964858,6000198,6199029,6338041
27780,"Johnstown, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42264,40197,41651,41537,42227,42910,44128,44377,45128,47159,48682
27860,"Jonesboro, AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4607212,4724892,4845734,4991313,5033147,5051852,5242602,5340422,5441021,5437966,5597515
27860,"Jonesboro, AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38357,38964,39443,40158,39996,39837,40811,41110,41453,40974,41816
27900,"Joplin, MO (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6483886,6434801,6666061,6884807,6698189,6926264,7256864,7383497,7552404,7899676,8173995
27900,"Joplin, MO (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37180,36596,38345,39476,38244,39383,41072,41621,42372,44228,45521
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5243733,5321421,5578803,5903339,5825466,6139166,6518588,6643181,6700250,6829680,6973614
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34185,34307,35528,37133,36162,37635,39749,40155,40307,40882,41633
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10144605,10272983,10757802,10970714,11150320,11425916,12305478,12591043,12840912,13211392,13418764
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40738,40969,42588,42963,43334,44124,47388,48185,48825,49915,50624
28100,"Kankakee, IL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3969376,3994547,3979304,3945736,4074463,4072496,4227601,4319312,4476841,4575267,4634995
28100,"Kankakee, IL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35094,35220,35054,34926,36142,36400,37831,38885,40500,41611,42189
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),94362477,93476517,95294162,99891223,99617422,102002244,107847543,109593025,112269744,115233304,117487767
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,47303,46428,47047,49000,48503,49296,51703,52012,52778,53736,54443
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9849222,10536937,10840079,10554767,10351272,10727377,11708189,11892983,12106087,12501210,12895995
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40103,41234,41141,39373,38230,39129,41973,41922,41731,42336,43042
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),17041542,17261182,17707140,17514155,17005520,17274930,18141975,18354516,19193662,19583555,20332549
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43102,42280,42942,41358,40114,40511,41939,42057,43327,43396,44172
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12101454,12240547,12718544,13047820,12587957,12528890,12856180,12937257,13347142,13612086,13665421
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39126,39552,41147,42278,40895,40784,41975,42276,43548,44377,44484
28740,"Kingston, NY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6958463,7110750,7234817,7294070,7159732,7236460,7465563,7726312,8036278,8194698,8421475
28740,"Kingston, NY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38100,38981,39654,40179,39623,40113,41554,43154,44987,45930,47425
28940,"Knoxville, TN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),32183137,33236685,34363469,35342057,34762862,35944401,38115423,39519758,40988243,42252684,42908424
28940,"Knoxville, TN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39666,40732,41871,42838,41933,43154,45494,46772,48016,49061,49374
29020,"Kokomo, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3114836,3079825,3168498,3256816,3281913,3432340,3574461,3654119,3642849,3771822,3808201
29020,"Kokomo, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37664,37218,38268,39315,39666,41551,43412,44398,44312,45854,46135
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5717640,5743921,5894409,6108795,6027189,6322379,6594419,6665320,6849892,7045575,7186347
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42967,42898,43953,45148,44430,46440,48351,48872,50105,51573,52603
29180,"Lafayette, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),20713232,21630349,21618425,23502927,23499026,24549366,23213700,21780756,22635348,23104373,23353550
29180,"Lafayette, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44641,46257,45905,49563,48977,50630,47423,44371,46166,47183,47738
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7157099,7344943,7696305,7868675,7923163,8136305,8365003,8732337,9008710,9506079,9567779
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,34194,34862,36094,36353,36149,36742,37415,38454,39494,41163,41063
29340,"Lake Charles, LA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),8115067,8206529,8384269,8677782,8678410,9250315,9835217,10174765,10413253,10782976,10821751
29340,"Lake Charles, LA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40983,41044,41810,43149,42919,45502,47912,49044,49727,51301,51432
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5617287,5616291,5553890,5625071,5702702,6061833,6359534,6658434,7036768,7270837,7504764
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,28129,28037,27384,27662,28075,29799,31087,32415,33991,34740,35370
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),19157024,20415382,21113130,20919445,20799069,21695923,22786996,23179652,24482400,25309231,26104607
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31999,33851,34615,33990,33405,34199,35137,34814,35722,35818,36017
29540,"Lancaster, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),20424709,21203310,21835342,22104915,22265327,23165278,24404369,25051365,26113257,27113300,27751941
29540,"Lancaster, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39539,40751,41674,41955,42009,43439,45547,46550,48239,49843,50853
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),18791031,19525775,19704919,19696398,19701264,20342526,21561003,22274369,22705599,23145329,23763590
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35199,36504,36721,36678,36613,37669,39834,40859,41405,42184,43176
29700,"Laredo, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),7214010,7692936,8157982,8367877,8394988,8632212,8723554,8759951,9032097,9312324,9584999
29700,"Laredo, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,29336,30604,31875,32111,31747,32274,32326,32170,33001,33848,34646
29740,"Las Cruces, NM (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),6890011,7187254,7224662,7247931,6950730,7223994,7652540,7989107,8207206,8448930,8824954
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,33544,34209,33899,33798,32436,33768,35754,37217,37966,38885,40445
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),70972661,72061590,73512615,77727213,76666749,82544976,89924069,94329262,99232325,103018673,104888357
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36595,36906,37470,39074,38007,40204,42888,44103,45485,46277,46273
29940,"Lawrence, KS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4145754,4138845,4205458,4302036,4366610,4566508,4937570,5052498,5263438,5405594,5566490
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37675,37220,37389,37966,38066,39216,41794,42223,43760,44634,45530
30020,"Lawton, OK (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5160114,5468733,5450308,5340856,5292464,5349410,5475393,5389207,5460625,5463028,5660846
30020,"Lawton, OK (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40911,41566,41211,40249,40366,40864,42115,42210,42778,43238,44780
30140,"Lebanon, PA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5298281,5465143,5602810,5610696,5616470,5701886,5968175,6191379,6453038,6562099,6654630
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39849,40887,41648,41394,41357,41760,43412,44710,46241,46428,46932
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),2414806,2468874,2508772,2522067,2564966,2627784,2720163,2795993,2909690,3003414,3036539
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39938,40447,40853,41067,41419,42362,43797,44792,46334,47770,48207
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4060377,4047978,4072290,4058663,3940743,3987226,4167390,4182669,4218854,4331387,4445887
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37655,37583,37903,37760,36753,37140,38902,38983,39282,40137,41060
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),19323776,19933351,20591020,21235761,21633058,22427770,23713694,24443475,25172911,25634170,26006177
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41349,42106,42994,43764,44068,45296,47288,48175,49129,49781,50297
30620,"Lima, OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4099698,4127598,4218797,4231507,4158694,4242534,4451903,4570298,4711461,4853720,4897498
30620,"Lima, OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38488,38809,39804,40207,39586,40464,42768,44109,45701,47250,47850
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),12938674,13184085,13646153,14197280,14098012,14649512,15528891,15827760,16408701,16948996,17284341
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,43182,43517,44505,45749,44883,45832,48064,48342,49577,50776,51384
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),29501260,29677804,30379552,32019423,31219745,32318231,33230632,34003229,34562950,35125097,36188116
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42638,42258,42747,44616,43171,44382,45466,46315,46861,47461,48746
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3876373,4084830,4309600,4464417,4407931,4578872,4921839,5123870,5369230,5716696,5942188
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,31503,32376,33777,34690,33952,35006,37103,37809,38991,40803,41798
30980,"Longview, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),11556711,11815099,12582809,12450975,12148637,12663535,12281338,11939163,12012979,12473304,12688230
30980,"Longview, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,41525,42124,44552,43988,42990,44713,43280,42093,42210,43718,44263
31020,"Longview, WA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3806857,3993018,3982137,4135289,4128671,4207956,4359656,4397121,4530946,4746616,4898908
31020,"Longview, WA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,37276,39010,38923,40676,40683,41340,42327,41981,42423,43646,44297
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),503260217,514150198,532262490,564298882,556174855,584761109,628518550,647719749,654480171,666452716,681437421
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39395,40048,41178,43363,42464,44412,47490,48808,49291,50299,51566
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),50905244,52610962,54185193,56712686,55446717,57469895,60552491,62485914,64335059,66266008,67598494
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,42600,43673,44712,46479,44999,46371,48588,49888,51078,52508,53433
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),10417494,11044655,11205843,11637824,11900843,12283370,12681107,12996959,13378611,13949556,14367210
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,36395,37793,37942,39080,39516,40134,40907,41421,42191,43696,44583
31340,"Lynchburg, VA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9588304,9693556,9854357,10068065,9889483,10191011,10428704,10536251,10816279,11094114,11068307
31340,"Lynchburg, VA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,38133,38319,38768,39371,38506,39507,40196,40441,41313,42200,41994
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),9099774,9069480,9343705,9091032,9021936,9339800,9710351,9791615,9948270,10054404,10192385
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,39212,39059,40152,39062,39018,40530,42257,42731,43445,43792,44315
31460,"Madera, CA (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4209649,4601728,4783893,4980954,5068983,5406821,5594711,5827830,5868142,6033244,6293093
31460,"Madera, CA (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,28208,30478,31540,32872,33487,35234,36430,37854,37756,38457,40000
31540,"Madison, WI (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),28058387,28430245,29770655,30633642,31171489,32194353,34474205,35464843,36546134,38022920,39333828
31540,"Madison, WI (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,46631,46866,48553,49432,49729,50830,53849,54697,55774,57617,59161
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),18183772,18392598,19036824,19583350,19315501,19615976,20120940,20667914,21169674,21850483,22504414
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,45443,45861,47264,48432,47660,48164,49197,50246,51233,52699,53964
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),5475087,5800622,5976114,5984260,5759659,5855872,6049389,6015917,5992892,6072796,6222899
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,44608,45134,45708,43449,42259,43164,44160,44895,45516,46112,47764
31860,"Mankato, MN (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),3909858,3972504,4280838,4422723,4420959,4538111,4697164,4606746,4683681,4817427,4930106
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,40681,41020,43985,45133,45242,45993,47351,46033,46388,47426,48369
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),4495302,4464558,4615754,4582003,4651603,4853205,5064170,4996973,5093988,5252219,5385823
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,35874,35958,37483,37364,38030,39781,41616,41215,42298,43411,44454
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,Real personal income (thousands of chained (2012) dollars),20425041,21357822,21919240,22135512,22538858,23184253,24110472,24734747,25269037,26048116,26598950
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Real per capita personal income (chained (2012) dollars) 2/,26965,27412,27553,27384,27533,27939,28714,29135,29511,30208,30619
