"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income",,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
Bureau of Economic Analysis ,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
29540,"Lancaster, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,511957,516577,520319,523957,526878,530012,533289,535811,538160,541332,543969,545724
29540,"Lancaster, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37635,36546,38005,39785,41080,41981,44308,46660,47880,50115,52591,54314
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17262222,16834206,17633905,18212608,18532389,18674851,19463543,20403161,21054114,21770280,22606483,23389059
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,535161,533857,534899,536605,537005,538089,540028,541271,545146,548380,548674,550391
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32256,31533,32967,33940,34511,34706,36042,37695,38621,39699,41202,42495
29700,"Laredo, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6208188,6025534,6514045,7109093,7407303,7535089,7814757,7952911,8043545,8303654,8663833,8981800
29700,"Laredo, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,240287,245908,251370,255935,260595,264430,267465,269865,272301,273691,275120,276652
29700,"Laredo, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,25837,24503,25914,27777,28425,28496,29218,29470,29539,30340,31491,32466
29740,"Las Cruces, NM (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5610652,5947307,6343985,6553149,6713247,6519376,6834492,7181934,7422695,7599194,7863764,8238087
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,Population (persons) 1/,200855,205401,210097,213126,214450,214288,213933,214034,214663,216174,217278,218195
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27934,28955,30196,30748,31304,30423,31947,33555,34578,35153,36192,37756
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),73300585,67626061,69601904,72471475,77423058,77290997,83258428,90217603,94001080,99914746,106317025,110628465
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,Population (persons) 1/,1912349,1939407,1952587,1961925,1989224,2017193,2053134,2096717,2138836,2181635,2226115,2266715
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38330,34869,35646,36939,38921,38316,40552,43028,43950,45798,47759,48806
29940,"Lawrence, KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3648022,3705655,3760527,3937934,4095673,4193525,4396463,4667486,4789302,5035739,5321380,5521639
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,Population (persons) 1/,109010,110039,111198,112479,113313,114713,116445,118141,119662,120281,121109,122259
29940,"Lawrence, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33465,33676,33818,35010,36145,36557,37756,39508,40024,41866,43939,45163
30020,"Lawton, OK (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4232646,4338782,4686111,4837705,4837175,4874270,4972867,5085021,4980435,5078320,5160729,5396858
30020,"Lawton, OK (Metropolitan Statistical Area)",2,Population (persons) 1/,124166,126131,131569,132255,132696,131113,130909,130011,127676,127649,126348,126415
30020,"Lawton, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34089,34399,35617,36579,36453,37176,37987,39112,39008,39783,40845,42692
30140,"Lebanon, PA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4787074,4737960,4936259,5175318,5288885,5375756,5593502,5884909,6122493,6433904,6721612,6937119
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,131574,132959,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793
30140,"Lebanon, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36383,35635,36930,38470,39019,39585,40967,42806,44212,46104,47557,48924
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),2070413,2055408,2142790,2215133,2275589,2343867,2435923,2535311,2620074,2766970,2906903,3001480
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,Population (persons) 1/,60203,60464,61040,61409,61413,61927,62031,62108,62422,62798,62872,62990
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34391,33994,35105,36072,37054,37849,39269,40821,41974,44061,46235,47650
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3628130,3632469,3662513,3764767,3827984,3801661,3909407,4076838,4126462,4267389,4464983,4652478
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,Population (persons) 1/,108284,107830,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33506,33687,34004,35041,35614,35456,36415,38057,38459,39734,41375,42968
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),17415547,16956691,17583206,18586585,19483974,20165627,21196089,22372244,22896007,23724327,24729052,25648827
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,Population (persons) 1/,460112,467328,473412,478930,485236,490906,495137,501469,507387,512381,514938,517056
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37851,36284,37141,38809,40154,41078,42809,44613,45125,46302,48023,49606
30620,"Lima, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3390160,3393604,3484154,3629568,3744061,3731759,3863118,4008896,4075760,4219071,4373564,4481729
30620,"Lima, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,106773,106518,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
30620,"Lima, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31751,31859,32759,34245,35575,35522,36845,38512,39336,40925,42575,43788
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11496524,11300935,11691240,12403925,13153624,13193908,13872083,14618323,14952753,15708103,16539079,17098776
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,Population (persons) 1/,296258,299633,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38806,37716,38590,40454,42386,42005,43400,45245,45670,47460,49548,50833
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),25381695,25345335,25885178,27158355,29033933,28661039,29954103,31013896,31673523,32483575,33355595,34565252
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,681888,691903,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37223,36631,36858,38214,40456,39633,41135,42433,43142,44042,45070,46560
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3331955,3355455,3564862,3822793,3991670,4018403,4250769,4574600,4801766,5144030,5584640,5881417
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,Population (persons) 1/,119394,123048,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27907,27269,28255,29961,31017,30952,32497,34486,35432,37356,39861,41370
30980,"Longview, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),10489153,9866225,10223575,11211333,11377930,11303292,11860345,11535286,11146264,11351117,11927686,12312747
30980,"Longview, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,274165,278306,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657
30980,"Longview, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38259,35451,36449,39696,40197,39999,41877,40651,39297,39884,41805,42953
31020,"Longview, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3419717,3399144,3611372,3658562,3839243,3889914,4060597,4226719,4355998,4582411,4885518,5142891
31020,"Longview, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,101688,102126,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
31020,"Longview, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,33630,33284,35282,35760,37764,38331,39892,41037,41589,42904,44923,46503
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),570696809,549542158,578372986,616063548,662546329,661248242,703756060,753652141,782242474,812074093,846486801,881215471
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,12692740,12774577,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44962,43018,45050,47662,50912,50487,53450,56945,58945,61159,63886,66684
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),44696100,43666432,45591845,48150367,51405485,51001056,53650667,56756043,58379717,60506530,63652743,65954660
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Population (persons) 1/,1183814,1194945,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37756,36543,37846,39732,42129,41391,43289,45542,46610,48038,50437,52134
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),8980395,9177919,9835832,10231333,10836972,11222817,11738143,12162612,12467654,12941631,13680735,14233889
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,280321,286236,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32036,32064,33657,34643,36391,37264,38353,39234,39734,40813,42854,44169
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",1,Personal income (thousands of dollars),8174665,8113174,8338197,8702466,9041666,9040045,9443971,9734920,9832249,10197185,10619217,10875932
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,249299,251441,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,32791,32267,32961,34236,35357,35198,36611,37522,37738,38948,40394,41265
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),7500809,7407629,7590079,7986994,7949324,8006073,8356295,8661795,8746728,9065200,9405674,9703865
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,231314,232065,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32427,31920,32688,34322,34156,34625,36262,37694,38171,39589,40967,42191
31460,"Madera, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3982879,3863463,4295560,4549836,4805261,4975765,5341934,5472950,5731880,5901022,6133070,6492474
31460,"Madera, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,148359,149234,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
31460,"Madera, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,26846,25889,28450,29997,31712,32872,34811,35637,37231,37967,39094,41267
31540,"Madison, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),26089278,25625810,26341322,28366282,29762659,30683543,32140252,34207708,35431163,37026055,39325386,41279684
31540,"Madison, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,594452,601715,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865
31540,"Madison, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43888,42588,43423,46263,48026,48950,50745,53433,54645,56507,59591,62087
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),19275594,18663907,19093904,20163586,21100002,20955970,21718569,22407570,23287695,24199521,25338570,26363623
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Population (persons) 1/,399556,400148,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48243,46643,47609,50062,52183,51707,53327,54788,56615,58566,61111,63218
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4522736,4669177,5071745,5418176,5572294,5470577,5623675,5784828,5763056,5818900,5950233,6132748
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Population (persons) 1/,120604,122738,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37501,38042,39462,41440,40458,40138,41453,42228,43008,44194,45181,47072
31860,"Mankato, MN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3363369,3226611,3365978,3684243,3937031,3952445,4181936,4309424,4318545,4497887,4734877,4914860
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Population (persons) 1/,95121,96111,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927
31860,"Mankato, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35359,33572,34757,37855,40176,40447,42383,43442,43153,44548,46614,48219
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3865602,3730069,3767011,3979138,4033984,4105807,4286962,4419003,4431478,4585240,4766061,4907564
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,126128,125308,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30648,29767,30339,32313,32895,33568,35139,36314,36551,38074,39393,40507
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),15060449,15984950,17084134,18061356,18696793,19350997,20203330,21002404,21470472,22015991,22949668,23815443
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,736694,757468,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,20443,21103,21927,22704,23130,23639,24347,25013,25290,25712,26615,27415
32780,"Medford, OR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6879303,6638916,6760361,7130728,7438436,7562155,8211135,8783198,9264181,9743846,10237971,10669698
32780,"Medford, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,201162,202301,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944
32780,"Medford, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34198,32817,33246,34827,36135,36501,39252,41547,43217,44955,46661,48291
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),48419515,46871506,48627283,51153898,53696436,53594324,54895161,56857126,58158688,60282226,62663644,64590483
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Population (persons) 1/,1302060,1309030,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37187,35806,36909,38643,40331,40233,41168,42596,43525,45034,46677,47985
32900,"Merced, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6823448,6897656,7301531,7923689,8110944,8481612,9393654,9800267,9994614,10390896,10696798,11406396
32900,"Merced, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,250538,252302,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
32900,"Merced, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27235,27339,28442,30558,31092,32369,35526,36794,37345,38329,39018,41077
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),241268655,221036934,239473700,251562531,264462149,262528810,285010621,306032168,312972537,339588933,363413990,375944348
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,5454633,5504624,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44232,40155,42890,44381,46027,45087,48357,51269,51682,55505,59151,60966
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3644066,3443541,3568513,3790314,4004198,4034373,4139655,4203739,4315852,4473977,4659156,4825145
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,111267,111465,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32751,30893,32016,34050,35975,36208,37049,37928,39156,40731,42363,43910
33220,"Midland, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3620056,3486720,3573452,3797485,3789807,3706693,3415791,3351881,3895971,4794515,4524934,4654376
33220,"Midland, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,83605,83639,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156
33220,"Midland, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43300,41688,42719,45313,45267,44311,40912,40065,46702,57548,54371,55972
33260,"Midland, TX (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11693159,8668383,10243928,14188622,16248753,17366897,18997438,14861127,12760015,18644941,22679972,23513106
33260,"Midland, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,137060,140948,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603
33260,"Midland, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,85314,61501,72251,97780,106681,110176,117133,88473,75295,109131,127283,128766
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),67912556,66489247,67895636,71826004,75359894,75092081,77934143,81363823,82794744,85325685,89771409,92079893
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,1538232,1549613,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44150,42907,43616,46004,48084,47777,49482,51611,52535,54194,57034,58457
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),156618474,148540012,154354201,165504071,175824856,177698320,189756502,199682915,205922804,215180937,227122134,233890054
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1/,3285969,3315368,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47663,44803,46214,49062,51623,51645,54587,56992,58194,60179,62914,64255
33540,"Missoula, MT (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3793230,3860315,3746315,4031319,4306521,4301255,4608495,5134728,5238224,5673031,5908024,6110361
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Population (persons) 1/,107747,108717,109467,110245,111042,111900,112801,114122,116349,117834,118640,119600
33540,"Missoula, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35205,35508,34223,36567,38783,38438,40855,44993,45022,48144,49798,51090
33660,"Mobile, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),13379057,13090101,13708434,14467861,14421637,14583275,14921414,15567638,15678818,16068405,16657010,17192338
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,426692,429487,430941,430423,430962,430815,431017,431294,431566,430567,430310,429536
33660,"Mobile, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31355,30478,31810,33613,33464,33850,34619,36095,36330,37319,38709,40025
33700,"Modesto, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),15958173,15778487,16545238,17294715,18018958,18520025,20154943,21651651,22435251,23200411,23915119,25188224
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,509032,511536,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660
33700,"Modesto, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31350,30845,32118,33416,34624,35381,38171,40606,41604,42592,43631,45742
33740,"Monroe, LA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6340500,6517785,6629892,6937642,7124674,7269846,7277295,7578788,7789545,7894937,8249670,8375896
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,202736,203814,204675,204886,205151,205454,205570,205668,205319,203894,202138,200261
33740,"Monroe, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31275,31979,32392,33861,34729,35384,35401,36850,37939,38721,40812,41825
33780,"Monroe, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),5355365,5053126,5196594,5474117,5656186,5712695,5973360,6300554,6487185,6762911,7040382,7311437
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,152806,152296,151936,151496,150804,150139,149847,149353,149159,149449,150174,150500
33780,"Monroe, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,35047,33180,34203,36134,37507,38049,39863,42186,43492,45252,46881,48581
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),12795564,12705955,13070002,13661973,13735181,13845430,14223282,14875366,15279590,15751012,16175960,16749561
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,370249,371860,375119,375549,374872,374114,373476,373365,373865,374174,373022,373290
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34559,34169,34842,36379,36640,37009,38084,39841,40869,42095,43365,44870
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3964765,4135004,4469039,4713982,4906297,4922613,5210054,5453862,5456276,5741980,6017885,6181584
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Population (persons) 1/,125267,127498,130308,132678,134813,135948,137396,138523,139403,139608,139204,139044
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,31651,32432,34296,35529,36393,36210,37920,39372,39140,41129,43231,44458
34100,"Morristown, TN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3696676,3694169,3848707,4090830,4192168,4254914,4403431,4640403,4735435,4909219,5164293,5346273
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,135495,136131,136945,137560,137753,137924,138280,139212,139924,140898,141778,142749
34100,"Morristown, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27283,27137,28104,29739,30432,30850,31844,33333,33843,34842,36425,37452
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4530111,4447733,4466693,4681927,4955299,5034845,5317757,5608530,5864530,6221979,6656585,7042338
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,115808,116557,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39117,38159,38195,39820,42096,42576,44327,46138,47447,49436,52072,54505
34620,"Muncie, IN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),3319758,3257588,3321544,3470311,3639667,3667609,3814761,3927884,3997455,4130590,4222330,4351803
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,117007,117490,117665,117901,117027,116831,116487,115767,115657,115246,114297,114135
34620,"Muncie, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28372,27727,28229,29434,31101,31392,32748,33929,34563,35842,36942,38129
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4928093,4777584,4964769,5193580,5400288,5466398,5759862,6054786,6240268,6419878,6646850,6879677
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,173846,172755,171913,170026,170159,172273,172254,172447,173227,173645,173599,173566
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,28347,27655,28880,30546,31737,31731,33438,35111,36024,36971,38289,39637
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),11154315,11040831,11316565,11872402,12438165,13050332,14085241,15311057,16418302,17496097,18928980,20121637
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Population (persons) 1/,363866,371417,378343,385650,393299,403705,416065,431198,447337,463514,480985,496901
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,30655,29726,29911,30785,31625,32326,33853,35508,36702,37747,39355,40494
34900,"Napa, CA (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),6405899,6236780,6388392,6730335,7444938,7749903,8396221,9113309,9637180,9882187,9998840,10429596
34900,"Napa, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,134093,135280,136759,137691,138538,139580,140405,140862,140840,139878,138789,137744
34900,"Napa, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47772,46103,46713,48880,53739,55523,59800,64697,68426,70649,72043,75717
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),21582424,18283821,20182883,21240021,23895153,23522984,26886324,29607837,31162883,33394573,37178408,38252405
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,316641,318485,322581,327629,332233,338987,347211,356041,365445,372678,378201,384902
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,68161,57409,62567,64829,71923,69392,77435,83159,85274,89607,98303,99382
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),64665001,65102819,68943418,73638452,79110918,80856009,87010427,93598973,98782316,104464974,111957997,117373879
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,1602302,1629646,1650831,1674534,1703609,1735012,1768350,1804671,1841294,1874515,1904726,1934317
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40358,39949,41763,43975,46437,46603,49204,51865,53648,55729,58779,60680
35100,"New Bern, NC (Metropolitan Statistical Area)",1,Personal income (thousands of dollars),4417220,4423884,4573112,4720255,4872465,4807477,4951413,5064377,5137343,5218826,5421548,5690657
35100,"New Bern, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,122491,125202,127423,128135,128409,127172,126778,125371,124985,124703,124584,124284
35100,"New Bern, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36062,35334,35889,36838,37945,37803,39056,40395,41104,41850,43517,45788
